,rank,name,scores_overall,record_type,url,location,stats_number_students,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled,website_url,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,member_level,nid,stats_student_staff_ratio
516,501â600,University of Bradford,41.9â45.3,master_account,/world-university-rankings/university-bradford,United Kingdom,"8,970",31%,57 : 43,University of Bradford,"Psychology,Chemical Engineering,Electrical & Electronic Engineering,Biological Sciences,Mathematics & Statistics,Archaeology,Law,Architecture,Communication & Media Studies,Civil Engineering,Chemistry,Computer Science,Other Health,Education,Politics & International Studies (incl Development Studies),Sociology,Sport Science,General Engineering,Mechanical & Aerospace Engineering,Accounting & Finance,Medicine & Dentistry,Business & Management",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-60961891,0.14111178136450167,-0.811191814984444,1.016932349334349,-0.579631166391039,0.37102890426912505,-0.03539383214219849,-0.004034219527587359,-0.30186879642216885,0.2634336285671484,0.9823971132498182,-0.8629070008033571,-0.2172370253921871,-0.564044923015314,0.4237731035736309
517,501â600,Brighton and Sussex Medical School,41.9â45.3,master_account,/world-university-rankings/brighton-and-sussex-medical-school,United Kingdom,25,26%,60 : 40,Brighton and Sussex Medical School,"Other Health,Medicine & Dentistry",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-48549442,0.1440034587057206,-0.6331932201523036,0.5505655403209415,-0.5977644431463552,0.4051342604472062,0.0009777301696748339,-0.04061450509398516,-1.2998225101136476,1.1753388855005265,1.1360400714676322,-0.9813298659501166,-0.2172370253921871,0.09390962426767002,-2.3794718473071117
520,501â600,University of Canterbury,41.9â45.3,master_account,/world-university-rankings/university-canterbury,New Zealand,"16,102",18%,52 : 48,University of Canterbury,"Computer Science,Physics & Astronomy,Business & Management,Electrical & Electronic Engineering,Mathematics & Statistics,Accounting & Finance,Archaeology,Veterinary Science,Psychology,Medicine & Dentistry,Chemical Engineering,Sociology,Other Health,Sport Science,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Biological Sciences,Law,Economics & Econometrics,History, Philosophy & Theology,Civil Engineering,Communication & Media Studies,Art, Performing Arts & Design,General Engineering,Chemistry,Education,Architecture,Agriculture & Forestry,Geography,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences",False,False,False,https://www.timeshighereducation.com/student/register-interest/aecc?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-36383713,0.15267849072937745,-0.5253152838904004,0.27359660571035893,-0.194299035340567,-0.2842811537240056,-0.7264535160677817,0.7106882830774158,0.19465004635043875,-0.27422149401784907,0.7263255162201278,-0.7050098472743445,2.6017922808599154,-0.5647551361534338,0.7887789565528943
521,501â600,Carleton University,41.9â45.3,master_account,/world-university-rankings/carleton-university,Canada,"29,656",21%,50 : 50,Carleton University,"Electrical & Electronic Engineering,Computer Science,History, Philosophy & Theology,Agriculture & Forestry,Civil Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Chemical Engineering,Politics & International Studies (incl Development Studies),Chemistry,Business & Management,Law,Geology, Environmental, Earth & Marine Sciences,Geography,Veterinary Science,Economics & Econometrics,Biological Sciences,Sport Science,Art, Performing Arts & Design,General Engineering,Psychology,Accounting & Finance,Physics & Astronomy,Archaeology,Sociology,Architecture,Mathematics & Statistics,Mechanical & Aerospace Engineering",False,False,False,https://www.timeshighereducation.com/student/register-interest/applyboard?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-70245253,0.1555701680705964,-0.8489490926761101,1.1106130183938108,-0.18069907777407973,-0.30620602555277204,-0.4476048716767568,0.4321153391486941,0.5535201010276698,-0.664285014324612,0.32173239291321754,-0.4286898285985722,-0.2172370253921871,-0.5651530569896852,1.8691962813715135
525,501â600,Concordia University,41.9â45.3,master_account,/world-university-rankings/concordia-university,Canada,"36,749",34%,50 : 50,Concordia University,"History, Philosophy & Theology,Art, Performing Arts & Design,Chemical Engineering,Psychology,Chemistry,Economics & Econometrics,Civil Engineering,Accounting & Finance,Computer Science,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Sociology,Languages, Literature & Linguistics,Sport Science,Education,Other Health,Biological Sciences,Geography,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,General Engineering,Communication & Media Studies,Physics & Astronomy",False,False,False,https://www.timeshighereducation.com/student/register-interest/applyboard?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-42348303,0.16713687743547218,-0.6817382914701602,0.666648108503318,-0.2668321423618322,-0.18440118205962505,-0.49610028809258705,0.4968343059200133,0.1012455115714331,-0.15298553500358492,0.8031469953290349,-0.7392208972056304,-0.2172370253921871,-0.5640499599879247,2.628408455568382
529,501â600,University of Denver,41.9â45.3,private,/world-university-rankings/university-denver,United States,"10,367",5%,60 : 40,University of Denver,"Education,Art, Performing Arts & Design,Electrical & Electronic Engineering,General Engineering,Geography,Biological Sciences,Other Health,Sociology,History, Philosophy & Theology,Physics & Astronomy,Law,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Computer Science,Psychology,Mathematics & Statistics,Economics & Econometrics,Chemistry,Business & Management,Sport Science,Accounting & Finance,Communication & Media Studies",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-63935632,0.17870358680034795,0.0841950559893526,-0.6489543308969493,-0.4934981018032863,0.1810133484198158,-0.6173388291321631,0.6178306351011752,-0.4149374437862282,0.36622063729663323,-2.0341262997599334,2.6213568537368563,-0.2172370253921871,2.3996593914408386,-0.43764070945743067
538,501â600,University of Greenwich,41.9â45.3,master_account,/world-university-rankings/university-greenwich,United Kingdom,"17,095",46%,58 : 42,University of Greenwich,"Computer Science,Education,Accounting & Finance,Mathematics & Statistics,General Engineering,Languages, Literature & Linguistics,Architecture,Law,Chemistry,Chemical Engineering,Civil Engineering,Biological Sciences,Sociology,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Other Health,Psychology,Communication & Media Studies,Economics & Econometrics,Veterinary Science,Business & Management,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Sport Science,Art, Performing Arts & Design",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-51279343,0.20472868287131846,-1.1078561397046778,1.9109717779670383,-0.8017638066436639,0.9215867968581493,0.4131887697042331,-0.47676406377026664,-1.147425637579481,0.9987560756319244,1.3460187810319788,-1.14712187715558,-0.2172370253921871,0.09398014188422094,0.7595784883145533
540,501â600,University of Houston,41.9â45.3,public,/world-university-rankings/university-houston,United States,"47,963",7%,52 : 48,University of Houston,"Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Chemical Engineering,Geography,History, Philosophy & Theology,Biological Sciences,Education,Computer Science,Mathematics & Statistics,Business & Management,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Architecture,Sport Science,Sociology,Civil Engineering,Law,Other Health,Physics & Astronomy,Economics & Econometrics,Medicine & Dentistry,Chemistry,Accounting & Finance,General Engineering,Communication & Media Studies,Psychology",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-22783831,0.21051203755375636,-0.24483264960945228,-0.26404897323959553,-0.24869886560651594,-0.19658166640893976,-0.5203479963005025,0.5249729871249347,0.29297060927570756,-0.39282188870571616,-1.0303256394035476,0.8502771149864307,-0.2172370253921871,-0.5647198773451583,1.4165890236772274
541,501â600,University of Huddersfield,41.9â45.3,master_account,/world-university-rankings/university-huddersfield,United Kingdom,"14,270",26%,58 : 42,University of Huddersfield,"Sociology,Chemistry,Communication & Media Studies,Languages, Literature & Linguistics,General Engineering,Civil Engineering,Education,Sport Science,Geography,Economics & Econometrics,Mathematics & Statistics,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Computer Science,History, Philosophy & Theology,Psychology,Business & Management,Physics & Astronomy,Chemical Engineering,Politics & International Studies (incl Development Studies),Biological Sciences,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Architecture,Electrical & Electronic Engineering,Law,Other Health",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-54896541,0.21340371489497528,-0.5414969743296859,0.3204369402400898,-0.46176486748148277,0.11523873293351644,-0.49003836104060855,0.49120656967902904,-0.9753646524602604,0.8590711663328809,0.895332770259724,-0.8181694739701368,-0.2172370253921871,0.09406577041860417,0.4675738059311426
546,501â600,Keele University,41.9â45.3,master_account,/world-university-rankings/keele-university,United Kingdom,"9,610",15%,60 : 40,Keele University,"Geography,Accounting & Finance,Chemistry,Medicine & Dentistry,Education,Physics & Astronomy,Languages, Literature & Linguistics,Economics & Econometrics,Biological Sciences,Law,Sociology,Veterinary Science,Business & Management,Art, Performing Arts & Design,Sport Science,Mathematics & Statistics,History, Philosophy & Theology,Psychology,Geology, Environmental, Earth & Marine Sciences,General Engineering,Politics & International Studies (incl Development Studies),Computer Science,Communication & Media Studies,Other Health",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-54705553,0.22786210160107,-0.908281957620157,1.295937820228833,-0.479898144236799,0.14690799224173465,-0.0657034674020925,0.01847672543634975,0.09141345527890608,-0.14244327769799672,0.5317111024775633,-0.5786921244511343,-0.2172370253921871,-0.5646997294547151,-0.11643555883567874
554,501â600,Liverpool John Moores University,41.9â45.3,master_account,/world-university-rankings/liverpool-john-moores-university,United Kingdom,"23,200",16%,54 : 46,Liverpool John Moores University,"History, Philosophy & Theology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Psychology,Geography,Other Health,Mathematics & Statistics,Electrical & Electronic Engineering,Architecture,Veterinary Science,Politics & International Studies (incl Development Studies),Business & Management,General Engineering,Chemistry,Sport Science,Biological Sciences,Physics & Astronomy,Sociology,Civil Engineering,Education,Law,Accounting & Finance,Computer Science",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-61631603,0.25099552033082156,-0.9028880608070617,1.2796455299576222,-0.7201640612447404,0.6974658848307589,0.2010213228849751,-0.26009621849237197,-1.4178071856239702,1.3361083094107464,0.6187754454676582,-0.6471142243137065,-0.2172370253921871,-0.5644378068789546,0.21936982590524365
556,501â600,Manchester Metropolitan University,41.9â45.3,master_account,/world-university-rankings/manchester-metropolitan-university,United Kingdom,"30,985",19%,58 : 42,Manchester Metropolitan University,"History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Sociology,Mechanical & Aerospace Engineering,Economics & Econometrics,Electrical & Electronic Engineering,Sport Science,Chemistry,Law,Other Health,Mathematics & Statistics,Geography,Art, Performing Arts & Design,Architecture,Business & Management,Biological Sciences,Communication & Media Studies,Accounting & Finance,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Education,Computer Science,Psychology",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-03301432,0.25677887501325947,-0.9622209257511085,1.4405318963858282,-0.7564306147553731,0.7949097596252764,0.18283554172903888,-0.23477140540794272,-0.32153290900722253,0.29769596481031,0.4958610788934065,-0.5444810745198482,-0.2172370253921871,0.09262015927931065,0.11716818707104949
